frame,status,target_id,center_x,center_y,target_x,target_y
0,lost,0,,,,
1,lost,0,,,,
2,lost,0,,,,
3,lost,0,,,,
4,lost,0,,,,
5,lost,0,,,,
6,lost,0,,,,
7,lost,0,,,,
8,lost,0,,,,
9,lost,0,,,,
10,lost,0,,,,
11,lost,0,,,,
12,lost,0,,,,
13,lost,0,,,,
14,lost,0,,,,
15,lost,0,,,,
16,lost,0,,,,
17,lost,0,,,,
18,lost,0,,,,
19,lost,0,,,,
20,lost,0,,,,
21,lost,0,,,,
22,lost,0,,,,
23,lost,0,,,,
24,lost,0,,,,
25,lost,0,,,,
26,lost,0,,,,
27,lost,0,,,,
28,lost,0,,,,
29,lost,0,,,,
30,lost,0,,,,
31,lost,0,,,,
32,lost,0,,,,
33,lost,0,,,,
34,lost,0,,,,
35,lost,0,,,,
36,lost,0,,,,
37,lost,0,,,,
38,lost,0,,,,
39,lost,0,,,,
40,lost,0,,,,
41,lost,0,,,,
42,lost,0,,,,
43,lost,0,,,,
44,lost,0,,,,
45,lost,0,,,,
46,lost,0,,,,
47,lost,0,,,,
48,lost,0,,,,
49,lost,0,,,,
50,lost,0,,,,
51,lost,0,,,,
52,lost,0,,,,
53,lost,0,,,,
54,lost,0,,,,
55,lost,0,,,,
56,lost,0,,,,
57,lost,0,,,,
58,lost,0,,,,
59,lost,0,,,,
60,lost,0,,,,
61,lost,0,,,,
62,lost,0,,,,
63,lost,0,,,,
64,lost,0,,,,
65,lost,0,,,,
66,lost,0,,,,
67,lost,0,,,,
68,lost,0,,,,
69,lost,0,,,,
70,lost,0,,,,
71,lost,0,,,,
72,lost,0,,,,
73,lost,0,,,,
74,lost,0,,,,
75,lost,0,,,,
76,lost,0,,,,
77,lost,0,,,,
78,lost,0,,,,
79,lost,0,,,,
80,lost,0,,,,
81,lost,0,,,,
82,lost,0,,,,
83,lost,0,,,,
84,lost,0,,,,
85,lost,0,,,,
86,lost,0,,,,
87,lost,0,,,,
88,lost,0,,,,
89,lost,0,,,,
90,lost,0,,,,
91,lost,0,,,,
92,lost,0,,,,
93,lost,0,,,,
94,lost,0,,,,
95,lost,0,,,,
96,lost,0,,,,
97,lost,0,,,,
98,lost,0,,,,
99,lost,0,,,,
100,lost,0,,,,
101,lost,0,,,,
102,lost,0,,,,
103,lost,0,,,,
104,lost,0,,,,
105,lost,0,,,,
106,lost,0,,,,
107,lost,0,,,,
108,lost,0,,,,
109,lost,0,,,,
110,lost,0,,,,
111,lost,0,,,,
112,lost,0,,,,
113,lost,0,,,,
114,lost,0,,,,
115,lost,0,,,,
116,lost,0,,,,
117,lost,0,,,,
118,lost,0,,,,
119,lost,0,,,,
120,lost,0,,,,
121,lost,0,,,,
122,lost,0,,,,
123,lost,0,,,,
124,lost,0,,,,
125,lost,0,,,,
126,lost,0,,,,
127,lost,0,,,,
128,lost,0,,,,
129,lost,0,,,,
130,lost,0,,,,
131,lost,0,,,,
132,lost,0,,,,
133,lost,0,,,,
134,lost,0,,,,
135,lost,0,,,,
136,lost,0,,,,
137,lost,0,,,,
138,lost,0,,,,
139,lost,0,,,,
140,lost,0,,,,
141,lost,0,,,,
142,lost,0,,,,
143,lost,0,,,,
144,lost,0,,,,
145,lost,0,,,,
146,lost,0,,,,
147,lost,0,,,,
148,lost,0,,,,
149,lost,0,,,,
150,lost,0,,,,
151,lost,0,,,,
152,lost,0,,,,
153,lost,0,,,,
154,lost,0,,,,
155,lost,0,,,,
156,lost,0,,,,
157,lost,0,,,,
158,lost,0,,,,
159,lost,0,,,,
160,lost,0,,,,
161,lost,0,,,,
162,lost,0,,,,
163,lost,0,,,,
164,lost,0,,,,
165,lost,0,,,,
166,lost,0,,,,
167,lost,0,,,,
168,lost,0,,,,
169,lost,0,,,,
170,lost,0,,,,
171,lost,0,,,,
172,lost,0,,,,
173,lost,0,,,,
174,lost,0,,,,
175,lost,0,,,,
176,lost,0,,,,
177,lost,0,,,,
178,lost,0,,,,
179,lost,0,,,,
180,lost,0,,,,
181,lost,0,,,,
182,lost,0,,,,
183,lost,0,,,,
184,lost,0,,,,
185,lost,0,,,,
186,lost,0,,,,
187,lost,0,,,,
188,lost,0,,,,
189,lost,0,,,,
190,lost,0,,,,
191,lost,0,,,,
192,lost,0,,,,
193,lost,0,,,,
194,lost,0,,,,
195,lost,0,,,,
196,detected,1,873.265,915.265,770.921,673.151
197,detected,1,872.921,919.871,767.5,682
198,detected,1,872.281,927.804,763.531,693.34
199,detected,1,871.48,934.867,761.5,699.5
200,detected,1,870.589,940.954,759.5,705
201,detected,1,869.424,948.849,755.007,714.931
202,detected,1,868.783,954.767,753.5,718
203,detected,1,868.656,958.922,752.969,720.2
204,detected,1,868.586,963.007,749.504,723.431
205,detected,1,868.772,965.737,748.987,724.185
206,detected,1,868.646,967.482,747.471,725.419
207,detected,1,868.805,969.098,745.455,725.798
208,detected,1,869.118,970.179,744.874,726.985
209,detected,1,869.74,970.999,743,727
210,detected,1,870.307,971.449,742,727
211,detected,1,870.619,971.697,739.325,726.906
212,detected,1,870.79,971.833,738.5,727
213,detected,1,870.435,972.133,736.5,727
214,detected,1,870.464,972.298,734,727
215,detected,1,870.48,972.614,733.242,726.955
216,detected,1,870.714,972.821,731.5,727
217,detected,1,870.393,973.352,728.068,727.099
218,detected,1,870.009,973.643,727.466,726.994
219,detected,1,869.555,973.387,724.5,726.5
220,detected,1,869.305,973.213,722.378,725.743
221,detected,1,868.943,972.892,721,725.5
222,detected,1,868.744,972.982,717.5,725.5
223,detected,1,868.409,973.44,715.764,725.944
224,detected,1,868.225,973.692,714.69,725.919
225,detected,1,868.349,973.654,712.856,725.089
226,lost,1,752,516,,
227,lost,1,752.299,515.784,,
228,lost,1,752.907,515.656,,
229,lost,1,753.399,515.811,,
230,lost,1,753.894,516.121,,
231,lost,1,754.167,515.392,,
232,lost,1,755.667,511.39,,
233,lost,1,759.417,503.34,,
234,lost,1,765.979,487.887,,
235,lost,1,772.321,473.806,,
236,lost,1,781.875,455.471,,
237,lost,1,788.681,441.534,,
238,lost,1,792.875,431.169,,
239,lost,1,796.539,417.096,,
240,lost,1,798.997,403.328,,
241,lost,1,798.998,393.505,,
242,lost,1,799.449,391.028,,
243,lost,1,801.339,392.59,,
244,detected,2,799.837,393.9,731.5,595.5
245,detected,2,797.21,392.37,726.5,590
246,detected,2,793.966,392.428,718,590.5
247,detected,2,793.981,392.011,721,589
248,detected,2,794.89,393.131,721,591
249,detected,2,793.589,396.447,715.5,596.5
250,detected,2,793.774,399.846,716.5,599.5
251,detected,2,794.927,408.682,718.389,615.222
252,detected,2,797.21,418.05,720,624.5
253,detected,2,803.865,429.952,729.603,638.294
254,detected,2,809.776,441.224,734,648.5
255,detected,2,814.377,456.648,735,668
256,detected,2,818.707,467.831,739.5,674.5
257,detected,2,822.889,476.457,741,678
258,detected,2,827.889,486.151,744.5,688.5
259,detected,2,831.989,493.958,746,693.5
260,detected,2,834.919,497.802,747.5,692.5
261,detected,2,837.655,499.916,747,690.5
262,detected,2,839.453,501.079,746.5,690.5
263,detected,2,841.274,501.718,747,689
264,detected,2,843.08,498.116,747,679.5
265,detected,2,843.992,494.014,746.5,674.5
266,detected,2,844.895,489.507,746,668.5
267,detected,2,845.617,486.129,743.5,664.5
268,detected,2,846.369,483.241,743,662
269,detected,2,846.354,480.649,741,659
270,detected,2,846.645,479.007,739.5,657
271,detected,2,846.864,477.879,739,656
272,detected,2,848.118,476.358,738.5,651.5
273,detected,2,849.19,475.522,739,651
274,detected,2,849.554,475.287,739,651.5
275,detected,2,849.305,468.858,736,636.5
276,detected,2,849.393,463.297,734,630.5
277,detected,2,846.516,465.188,724.5,639
278,detected,2,845.384,467.804,726,642.5
279,detected,2,845.436,471.042,727,646.5
280,detected,2,843.499,477.998,720.5,657
281,detected,2,840.823,480.277,717,653.5
282,detected,2,841.127,478.127,717,642.5
283,detected,2,840.772,477.836,715.5,644
284,detected,2,842.899,481.735,719,651.5
285,detected,2,844.745,486.354,719.5,656.5
286,detected,2,845.76,493.62,719,666
287,detected,2,846.365,498.741,718.5,667.5
288,detected,2,847.101,497.957,718,658.5
289,detected,2,848.248,483.802,717.5,626
290,detected,2,846.336,476.466,710.5,626
291,detected,2,844.385,475.131,707,630.5
292,detected,2,846.912,477.547,714.5,636.5
293,detected,2,848.302,482.476,714,644.5
294,detected,2,847.941,495.162,708.5,664
295,detected,2,851.41,507.464,716.5,675
296,detected,2,854.601,516.03,718.5,679
297,detected,2,857.03,523.667,719.5,684
298,detected,2,858.367,533.492,718.5,695.5
299,detected,2,858.202,535.295,716.5,687.5
300,detected,2,857.886,529.537,711.5,667.5
301,detected,2,857.037,527.046,711.5,670.5
302,detected,2,859.72,525.675,715.5,667.5
303,detected,2,862.389,525.146,718,667.5
304,detected,2,863.206,526.112,716.5,669.5
305,detected,2,863.788,529.437,715,674
306,detected,2,866.134,531.715,717.5,673
307,detected,2,867.648,532.968,717.5,672.5
308,detected,2,868.707,536.583,717,676.5
309,detected,2,869.964,540.145,717.5,679
310,detected,2,870.723,543.005,717.5,680.5
311,detected,2,870.977,546.023,715.5,682
312,detected,2,871.437,548.488,715.5,682.5
313,detected,2,868.99,544.443,708.294,668.971
314,detected,2,865.698,539.744,703.5,661.5
315,detected,2,860.387,538.509,694.5,663
316,detected,2,858.413,538.505,696,662.5
317,detected,2,858.452,539.628,698,664.5
318,detected,2,858.249,545.645,696.5,674.5
319,detected,2,860.837,551.43,701.5,679
320,detected,2,863.16,555.961,703,681
321,detected,2,865.023,560.029,703.5,683
322,detected,2,868.388,565.191,707.5,688
323,detected,2,871.363,570.28,709,691.5
324,detected,2,873.292,575.779,709.5,696.5
325,detected,2,874.511,579.028,709.5,696.5
326,detected,2,875.856,581.716,709.5,696.5
327,detected,2,876.821,585.444,708.778,698.111
328,detected,2,877.194,587.719,708.5,698.5
329,detected,2,876.657,589.195,705.5,696.5
330,detected,2,876.082,590.367,704.5,695.5
331,detected,2,875.595,591.327,703.5,695
332,detected,2,875.377,592.03,702.59,692.205
333,detected,2,876.558,592.016,704.5,690.5
334,detected,2,877.207,592.459,704.5,690
335,detected,2,878.278,593.338,704.5,689.5
336,detected,2,879.053,593.186,706.5,689.5
337,detected,2,879.929,593.327,706.5,687.5
338,detected,2,879.961,594.53,704.5,687.5
339,detected,2,879.979,595.641,704.5,688.5
340,detected,2,879.313,597.828,701.5,688
341,detected,2,878.497,599.93,700.5,690
342,detected,2,877.953,602.532,699.5,691
343,detected,2,877.074,604.543,698.786,691.405
344,detected,2,877.1,607.224,698.5,692.5
345,detected,2,877.348,609.598,699,693.5
346,detected,2,877.484,611.804,697.5,691.5
347,detected,2,877.266,614.367,697.5,695
348,detected,2,877.099,616.452,695.5,693
349,detected,2,876.447,618.724,695.5,696
350,detected,2,875.707,620.287,693.5,693.5
351,detected,2,874.939,621.508,693.5,695.5
352,detected,2,874.741,624.429,693,697.5
353,detected,2,874.408,627.386,692.5,699
354,detected,2,874.899,630.587,693.5,701
355,detected,2,874.883,633.084,692,700.5
356,detected,2,874.936,635.296,691.5,699.5
357,detected,2,874.607,636.194,691.5,698.5
358,detected,2,874.109,636.557,690,696
359,detected,2,873.739,637.077,689.5,695.5
360,detected,2,872.957,637.492,688.5,694
361,detected,2,872.301,637.946,687.5,693
362,detected,2,871.941,638.195,687,691
363,detected,2,871.429,639.996,686.5,692.5
364,detected,2,870.836,641.398,686,693
365,detected,2,870.412,643.019,685.5,693.5
366,detected,2,869.327,645.71,683.5,694.5
367,detected,2,868.33,648.041,682.5,695
368,detected,2,867.281,649.372,681.902,694.349
369,detected,2,866.705,650.555,681.5,693.5
370,detected,2,867.288,652.555,683,692.5
371,detected,2,867.608,654.33,683.41,693.855
372,detected,2,867.638,656.882,682,694.5
373,detected,2,867.576,658.51,682.5,695.5
374,detected,2,867.317,660.08,682,696
375,detected,2,866.724,661.619,680.5,694
376,detected,2,866.252,662.691,680.5,693
377,detected,2,865.981,663.505,681,692.5
378,detected,2,865.99,665.078,681.5,693
379,detected,2,866.574,667.163,682,693
380,detected,2,866.895,669.21,682,694
381,detected,2,867.072,671.236,682,695.5
382,detected,2,867.332,673.605,683.437,694.5
383,detected,2,867.408,675.358,683.437,694.5
384,detected,2,867.449,676.772,683.468,695
385,detected,2,867.54,679.349,683.5,696.5
386,detected,2,867.522,681.667,683.533,696.88
387,detected,2,867.579,683.842,683.523,698.697
388,detected,2,867.769,686.388,684.697,698.169
389,detected,2,867.873,688.013,684.979,698.288
390,detected,2,868.605,689.582,686.938,696.487
391,detected,2,869.233,690.67,686.993,695.563
392,detected,2,869.578,691.719,688.083,695.186
393,detected,2,869.543,692.52,688,694.5
394,detected,2,868.849,693.636,686.66,693.683
395,detected,2,868.309,694.925,686.392,693.253
396,detected,2,867.495,695.634,685.4,692.36
397,detected,2,865.697,696.249,683.5,691
398,detected,2,864.155,696.983,682.682,689.916
399,detected,2,862.96,697.666,680.875,689.17
400,detected,2,860.683,700.471,678.164,692.183
401,detected,2,858.351,703.409,677.053,694.6
402,detected,2,856.247,706.375,675.674,695.396
403,detected,2,854.336,708.456,674.485,695.335
404,detected,2,852.964,709.921,674,693.5
405,detected,2,851.927,710.273,673.5,691.5
406,detected,2,850.903,710.375,674,690
407,detected,2,850.106,710.431,673.5,688
408,detected,2,849.383,710.912,674,687.5
409,detected,2,848.536,712.077,673,686.5
410,detected,2,847.62,713.617,671.301,685.599
411,detected,2,846.666,716.264,667.903,692.871
412,detected,2,845.616,719.52,672,692.5
413,detected,2,843.989,721.986,669.5,692.5
414,detected,2,842.773,723.663,669.5,691.5
415,detected,2,841.525,724.265,669,689.5
416,detected,2,840.614,724.371,669,686.5
417,detected,2,839.663,723.979,668.5,684.5
418,detected,2,838.69,723.763,669,683.5
419,detected,2,837.322,724.995,668,683.5
420,detected,2,836.569,726.572,668,684.5
421,detected,2,834.963,729.69,666.5,687.5
422,detected,2,832.73,731.179,665.41,686.952
423,detected,2,830.601,731.999,662.698,685.104
424,detected,2,828.081,732.449,660.5,683
425,detected,2,826.019,732.472,659.5,681
426,detected,2,824.572,732.348,660,678.5
427,detected,2,823.361,732.313,661.301,678.387
428,detected,2,822,732.388,658.698,675.104
429,detected,2,821.053,732.664,660.5,675.5
430,detected,2,820.421,733.49,661.767,676.086
431,detected,2,819.332,734.395,660,674.5
432,detected,2,817.833,734.667,658.5,673.5
433,detected,2,816.333,734.592,657.5,671.5
434,detected,2,814.226,733.651,656,667.5
435,detected,2,812.324,732.908,654.5,665.5
436,detected,2,810.378,732.499,655,664
437,detected,2,808.858,732.5,654.412,663.132
438,detected,2,807.347,734.3,654,665
439,detected,2,806.539,735.542,654,664.5
440,detected,2,806.071,736.423,654.5,663.5
441,detected,2,804.464,736.683,653.5,661
442,detected,2,803.111,736.317,653,659.5
443,detected,2,800.609,735.752,651.5,657.5
444,detected,2,798.535,735.864,652,657.5
445,detected,2,796.994,736.325,649.5,655.5
446,detected,2,794.072,737.304,648,656.5
447,detected,2,791.79,737.842,646.5,655
448,detected,2,790.084,737.913,645,653
449,detected,2,787.856,738.177,644.5,652
450,detected,2,785.73,738.323,644.5,650.5
451,detected,2,783.826,738.402,643.5,649.5
452,detected,2,782.839,739.092,643,649
453,detected,2,781.562,739.951,644.5,648.5
454,detected,2,780.701,741.098,643.5,648.5
455,detected,2,779.357,742.404,644.5,650.5
456,detected,2,777.456,745.147,643,653.5
457,detected,2,775.498,747.781,641.5,653.5
458,detected,2,773.521,750.13,641.5,655.5
459,detected,2,771.037,751.871,639.5,654.5
460,detected,2,769.445,752.829,638.959,653.271
461,detected,2,767.67,753.581,638.5,653
462,detected,2,765.793,755.795,638.246,655.602
463,detected,2,763.696,758.812,637.5,657.5
464,detected,2,762.344,760.853,638.169,657.454
465,detected,2,761.289,761.819,638.904,657.298
466,detected,2,753.059,744.576,655.5,697.5
467,detected,2,742.232,719.342,643,660.5
468,detected,2,726.378,690.163,621.5,626
469,detected,2,696.058,651.615,575.5,574.5
470,detected,2,669.539,619.129,554,548.5
471,detected,2,644.668,590.393,532,523.5
472,detected,2,609.043,560.966,484,491.5
473,detected,2,579.323,540.281,461.5,480
474,detected,2,553.753,516.755,442,452
475,detected,2,535.864,497.29,434,436.5
476,detected,2,520.625,479.385,423,419.5
477,detected,2,511.569,467.512,422.5,414.5
478,detected,2,507.038,459.631,422.5,411
479,detected,2,503.871,453.722,422,406.5
480,detected,2,503.029,450.922,425,407
481,detected,2,507.022,449.854,436.5,407.5
482,detected,2,510.785,450.494,440,409.5
483,detected,2,513.357,452.072,442,412
484,detected,2,518.103,455.886,450.5,418
485,detected,2,521.533,460.231,452,422
486,detected,2,524.443,465.527,456,428
487,detected,2,528.294,469.79,461.5,430.5
488,detected,2,531.087,473.484,463,432
489,detected,2,533.298,476.641,465.5,434.5
490,detected,2,534.739,478.603,466.5,434.5
491,detected,2,536.206,479.457,468.5,432
492,detected,2,537.013,479.476,469.5,432
493,detected,2,537.907,478.812,471,429
494,detected,2,539.749,476.422,475,424
495,detected,2,541.29,473.992,476.5,421.5
496,detected,2,542.509,471.97,478,418
497,detected,2,543.18,469.959,479,416.5
498,detected,2,543.549,466.602,479.5,410.5
499,detected,2,544.561,462.13,482,404
500,detected,2,545.884,458.472,484,401
501,detected,2,546.836,455.334,486,398.5
