frame,status,target_id,center_x,center_y,target_x,target_y
671,detected,3,781.603,422.339,890.224,488.552
672,lost,3,,,,
673,lost,3,,,,
674,lost,3,,,,
675,lost,3,,,,
676,lost,3,,,,
677,lost,3,,,,
678,lost,3,,,,
679,lost,3,,,,
680,lost,3,,,,
681,lost,3,,,,
682,lost,3,,,,
683,lost,3,,,,
684,lost,3,,,,
685,lost,3,,,,
686,lost,3,,,,
687,lost,3,,,,
688,lost,3,,,,
689,detected,3,783.131,420.611,901.734,463.562
690,detected,3,783.522,419.886,901.734,463.562
691,detected,3,783.737,419.487,901.739,462.37
692,detected,3,783.856,419.268,902.027,461.674
693,detected,3,784.251,419.189,902.824,461.105
694,detected,3,784.877,419.329,903.762,459.937
695,detected,3,785.236,419.631,904.441,459.652
696,detected,3,785.58,419.797,904.932,459.403
697,detected,3,785.769,420.113,905.013,459.336
698,detected,3,785.873,420.512,905.314,458.514
699,lost,3,,,,
700,lost,3,,,,
701,lost,3,,,,
702,lost,3,,,,
703,lost,3,,,,
704,lost,3,,,,
705,lost,3,,,,
706,lost,3,,,,
707,lost,3,,,,
708,lost,3,,,,
709,lost,3,,,,
710,lost,3,,,,
711,lost,3,,,,
712,lost,3,,,,
713,lost,3,,,,
714,lost,3,,,,
715,lost,3,,,,
716,lost,3,,,,
717,lost,3,,,,
718,lost,3,,,,
719,lost,3,,,,
720,lost,3,,,,
721,lost,3,,,,
722,lost,3,,,,
723,lost,3,,,,
724,lost,3,,,,
725,lost,3,,,,
726,lost,3,,,,
727,lost,3,,,,
728,detected,4,1004,933,888,782.5
729,detected,4,1001.75,937.725,886.5,792.5
730,detected,4,998.037,945.274,886,802.5
731,detected,4,993.521,954.6,883,814
732,detected,4,988.111,965.58,878.5,826.5
733,detected,4,982.436,977.244,877,838
734,detected,4,976.615,989.059,874.442,850
735,detected,4,970.938,1000.73,871.5,861.5
736,detected,4,987.391,1012.78,868.008,872.89
737,lost,4,,,,
738,lost,4,,,,
739,lost,4,,,,
740,lost,4,,,,
741,lost,4,,,,
742,lost,4,,,,
743,lost,4,,,,
744,lost,4,,,,
745,lost,4,,,,
746,lost,4,,,,
747,lost,4,,,,
748,lost,4,,,,
749,lost,4,,,,
750,lost,4,,,,
751,lost,4,,,,
752,lost,4,,,,
753,lost,4,,,,
754,lost,4,,,,
755,lost,4,,,,
756,lost,4,,,,
757,lost,4,,,,
758,lost,4,,,,
759,lost,4,,,,
760,lost,4,,,,
761,lost,4,,,,
762,lost,4,,,,
763,lost,4,,,,
764,lost,4,,,,
765,lost,4,,,,
766,lost,4,,,,
767,lost,4,,,,
768,lost,4,,,,
769,lost,4,,,,
770,lost,4,,,,
771,lost,4,,,,
772,lost,4,,,,
773,lost,4,,,,
774,lost,4,,,,
775,lost,4,,,,
776,lost,4,,,,
777,lost,4,,,,
778,lost,4,,,,
779,lost,4,,,,
780,lost,4,,,,
781,lost,4,,,,
782,lost,4,,,,
783,lost,4,,,,
784,lost,4,,,,
785,lost,4,,,,
786,lost,4,,,,
787,lost,4,,,,
788,lost,4,,,,
789,lost,4,,,,
790,lost,4,,,,
791,lost,4,,,,
792,lost,4,,,,
793,lost,4,,,,
794,lost,4,,,,
795,lost,4,,,,
796,lost,4,,,,
797,lost,4,,,,
798,lost,4,,,,
799,lost,4,,,,
800,lost,4,,,,
801,lost,4,,,,
802,lost,4,,,,
803,lost,4,,,,
804,lost,4,,,,
805,lost,4,,,,
806,lost,4,,,,
807,lost,4,,,,
808,lost,4,,,,
809,lost,4,,,,
810,lost,4,,,,
811,lost,4,,,,
812,lost,4,,,,
813,lost,4,,,,
814,lost,4,,,,
815,lost,4,,,,
816,lost,4,,,,
817,lost,4,,,,
818,lost,4,,,,
819,lost,4,,,,
820,lost,4,,,,
821,lost,4,,,,
822,lost,4,,,,
823,lost,4,,,,
824,lost,4,,,,
825,lost,4,,,,
826,lost,4,,,,
827,lost,4,,,,
828,lost,4,,,,
829,lost,4,,,,
830,lost,4,,,,
831,lost,4,,,,
832,lost,4,,,,
833,lost,4,,,,
834,lost,4,,,,
835,lost,4,,,,
836,lost,4,,,,
837,lost,4,,,,
838,lost,4,,,,
839,lost,4,,,,
840,lost,4,,,,
841,lost,4,,,,
842,lost,4,,,,
843,lost,4,,,,
844,lost,4,,,,
845,lost,4,,,,
846,lost,4,,,,
847,lost,4,,,,
848,lost,4,,,,
849,lost,4,,,,
850,lost,4,,,,
851,lost,4,,,,
852,lost,4,,,,
853,lost,4,,,,
854,lost,4,,,,
855,lost,4,,,,
856,lost,4,,,,
857,lost,4,,,,
858,lost,4,,,,
859,lost,4,,,,
860,lost,4,,,,
861,lost,4,,,,
862,lost,4,,,,
863,lost,4,,,,
864,lost,4,,,,
865,lost,4,,,,
866,lost,4,,,,
867,lost,4,,,,
868,lost,4,,,,
869,lost,4,,,,
870,lost,4,,,,
871,lost,4,,,,
872,lost,4,,,,
873,lost,4,,,,
874,lost,4,,,,
875,lost,4,,,,
876,lost,4,,,,
877,lost,4,,,,
878,lost,4,,,,
879,lost,4,,,,
880,lost,4,,,,
881,lost,4,,,,
882,lost,4,,,,
883,lost,4,,,,
884,lost,4,,,,
885,lost,4,,,,
886,lost,4,,,,
887,lost,4,,,,
888,lost,4,,,,
889,lost,4,,,,
890,lost,4,,,,
891,lost,4,,,,
892,lost,4,,,,
893,lost,4,,,,
894,lost,4,,,,
895,lost,4,,,,
896,lost,4,,,,
897,lost,4,,,,
898,lost,4,,,,
899,lost,4,,,,
900,lost,4,,,,
901,lost,4,,,,
902,lost,4,,,,
903,lost,4,,,,
904,lost,4,,,,
905,lost,4,,,,
906,lost,4,,,,
907,lost,4,,,,
908,lost,4,,,,
909,lost,4,,,,
910,detected,4,915.665,987.453,854.5,925
911,detected,4,875.991,974.199,799,925
912,detected,4,853.945,967.584,800,925.5
913,lost,4,842.045,963.448,,
914,lost,4,835.88,960.757,,
915,lost,4,832.784,958.166,,
916,lost,4,831.306,954.668,,
917,lost,4,830.915,951.691,,
918,lost,4,831.178,948.905,,
919,lost,4,831.998,946.473,,
920,lost,4,729,477,,
921,lost,4,729.749,476.334,,
922,lost,4,730.604,476.409,,
923,lost,4,730.755,477.823,,
924,lost,4,730.237,480.33,,
925,lost,4,729.203,484.48,,
926,lost,4,728.437,488.089,,
927,lost,4,727.943,491.065,,
928,lost,4,727.96,493.783,,
929,lost,4,728.428,495.231,,
930,lost,4,729.586,495.802,,
931,detected,5,730.447,496.116,921.5,584
932,detected,5,730.968,496.691,923.5,582
933,detected,5,731.46,497.032,924.5,580
934,detected,5,731.928,497.468,925.5,579
935,detected,5,732.112,497.924,925.5,578
936,detected,5,732.062,498.183,925.5,576.5
937,detected,5,731.867,498.521,926,574.5
938,detected,5,731.749,498.914,927,573
939,detected,5,732.087,499.628,927.5,571.5
940,detected,5,732.387,500.047,928,571
941,detected,5,732.888,500.251,929.5,568.5
942,detected,5,733.06,500.26,930,565.5
943,detected,5,733.318,500.522,931,563
944,detected,5,733.625,500.287,931,562
945,detected,5,733.466,500.73,931.5,559.5
946,detected,5,733.584,501.179,931.5,558.5
947,detected,5,733.617,501.703,931.5,557.5
948,detected,5,733.632,502.061,932.5,554
949,detected,5,733.64,502.259,932,554
950,detected,5,733.475,502.714,932.5,553
951,detected,5,733.711,503.236,933,551
952,detected,5,733.869,503.782,933.5,549
953,detected,5,733.955,504.082,933.5,548
954,detected,5,733.81,504.424,933.5,545.5
955,detected,5,733.73,504.612,933.5,543
956,detected,5,733.687,504.716,933.5,541
957,detected,5,733.662,504.773,934,539
958,detected,5,733.487,504.996,934,536.5
959,detected,5,733.391,505.119,934,535
960,detected,5,733.543,505.394,934,534
961,detected,5,733.595,505.82,934,531.5
962,detected,5,733.623,506.055,934,530
963,detected,5,733.944,506.247,934,528.5
964,detected,5,733.744,506.361,933.03,526
965,detected,5,733.562,506.515,933,524.5
966,detected,5,733.171,506.89,932,521.5
967,detected,5,732.795,507.156,931.5,519.5
968,detected,5,732.589,507.302,931.5,518
969,detected,5,732.475,507.383,931.5,515
970,detected,5,732.486,507.435,931.5,514.5
971,detected,5,732.718,507.914,931,512.5
972,detected,5,732.475,508.285,930.5,510
973,detected,5,732.214,508.607,929.5,508.5
974,detected,5,731.893,508.784,929.5,507.5
975,detected,5,731.941,508.431,928,502.5
976,detected,5,731.968,508.237,927.5,501
977,detected,5,731.757,508.355,927.5,501
978,detected,5,731.641,508.42,926.5,495.5
979,detected,5,731.803,508.231,926.5,493.5
980,detected,5,731.892,508.127,926,490.5
981,detected,5,731.94,508.07,925.5,489
982,detected,5,731.967,508.038,925,487.5
983,detected,5,731.757,508.246,923,484
984,detected,5,731.641,508.36,922.5,482.5
985,detected,5,731.578,508.423,921.5,478.5
986,detected,5,731.61,508.458,921,477
987,detected,5,731.336,508.927,920.059,475.228
988,detected,5,731.481,509.564,920,474.5
989,detected,5,731.714,509.76,918.5,470.5
990,detected,5,731.843,509.643,917.571,465.786
991,detected,5,732.139,509.354,916.5,464
992,detected,5,732.388,509.351,916.5,463.5
993,detected,5,732.438,510.093,914.5,461.5
994,detected,5,732.362,510.898,913.5,460
995,detected,5,732.249,511.794,912.122,458.3
996,detected,5,732.289,512.103,910.747,454.854
997,detected,5,732.609,512.282,910,453
998,detected,5,733.01,511.93,909.5,451.5
999,detected,5,733.301,512.115,908.18,447.746
1000,detected,5,733.391,512.288,906.586,446.195
1001,detected,5,733.44,512.384,905.743,444.993
1002,detected,5,733.364,512.783,903.766,442.398
1003,detected,5,733.425,513.106,901.933,439.443
1004,detected,5,733.357,513.63,900.602,438.447
1005,detected,5,733.492,513.95,899.339,436.756
1006,detected,5,733.721,513.973,898.574,435.261
1007,detected,5,733.995,513.851,896.339,431.756
1008,detected,5,734.282,513.889,895.804,430.358
1009,detected,5,734.44,513.91,894.698,427.841
1010,detected,5,734.845,514.267,891.5,424.5
1011,detected,5,734.776,514.754,890.065,424.008
1012,detected,5,734.652,515.314,888.5,423
1013,detected,5,734.386,515.825,885.719,420.819
1014,detected,5,734.351,515.747,884,417.5
1015,detected,5,734.332,515.704,881.5,417.5
1016,detected,5,734.182,515.837,880.5,415.5
1017,detected,5,734.249,516.226,877.761,413.761
1018,detected,5,734.275,516.868,876.518,412.518
1019,detected,5,734.376,517.699,875.5,411.5
1020,detected,5,734.432,519.184,872,411
1021,detected,5,734.463,520.901,871,412
1022,detected,5,734.406,522.962,868.5,414
1023,detected,5,734.273,527.429,865,418.5
1024,detected,5,734.289,532.029,863.5,421.5
1025,detected,5,733.994,536.895,861.5,425.5
1026,detected,5,733.669,544.264,858,433
1027,detected,5,733.394,550.922,855.5,438
1028,detected,5,732.905,559.35,850.5,446
1029,detected,5,732.637,565.786,849,448
1030,detected,5,732.023,570.954,846.5,451
1031,detected,5,731.788,575.25,842,451.5
1032,detected,5,731.433,577.781,850.634,450.215
1033,detected,5,730.788,578.555,837.5,448.5
1034,detected,5,730.209,577.855,833,444
1035,detected,5,730.253,576.863,832,441.5
1036,detected,5,730.139,576.25,830,439.5
1037,detected,5,731.453,577.514,829,442
1038,detected,5,730.807,597.013,814.75,481
1039,detected,5,730.444,619.282,810,506
1040,detected,5,731.498,641.559,820.5,526
1041,detected,5,731.724,671.682,814.5,563
1042,detected,5,729.373,692.3,807,571
1043,detected,5,724.255,705.44,797,575
1044,detected,5,707.554,713.009,764,574.5
1045,detected,5,689.54,717.678,743.5,575
1046,detected,5,661.397,722.548,699.5,577.5
1047,detected,5,636.918,726.126,677.5,580
1048,detected,5,615.355,728.095,658,579
1049,detected,5,590.22,726.561,626,572.5
1050,detected,5,572.571,724.509,616.5,570
1051,detected,5,556.114,723.83,598.5,569
1052,detected,5,544.995,723.939,590.5,570
1053,detected,5,536.672,725.991,582,572.5
1054,detected,5,531.966,728.712,579,575
1055,detected,5,530.363,731.124,579,576.5
1056,detected,5,533.125,733.993,583,578.5
1057,detected,5,536.444,736.246,583.5,582
1058,detected,5,540.519,738.16,586.5,581.5
1059,detected,5,546.81,742.138,591.5,586
1060,detected,5,552.296,745.676,593.5,588.5
1061,detected,5,560.038,748.747,598.5,591
1062,detected,5,566.096,751.336,600,591.5
1063,detected,5,572.537,754.805,602.5,596
1064,detected,5,577.368,757.714,602.5,598
1065,detected,5,582.152,761.443,602.5,602
1066,detected,5,585.711,764.145,602.5,602.5
1067,detected,5,588.569,766.532,602.5,603.5
1068,detected,5,591.354,769.48,599.5,607.5
1069,detected,5,593.118,771.186,598.5,609
1070,detected,5,594.865,772.452,597.5,608.5
1071,detected,5,596.276,773.374,594.5,609.5
1072,detected,5,597.394,773.908,592.525,609.5
1073,detected,5,599.14,774.521,590.5,610
1074,detected,5,601.354,775.838,588.5,612
1075,detected,5,603.67,776.811,588.5,613
1076,detected,5,605.843,777.386,588.5,613
1077,detected,5,607.898,778.133,587.5,613
1078,detected,5,611.094,778.973,588,615.5
1079,detected,5,614.002,779.235,588.5,616.5
1080,detected,5,618.051,779.579,588.5,615
1081,detected,5,621.403,779.544,589.5,616
1082,detected,5,624.554,779.781,590,617
1083,detected,5,628.355,780.78,590,620
1084,detected,5,631.373,781.981,589.5,621.5
1085,detected,5,633.905,782.889,589.5,623
1086,detected,5,637.179,783.324,589.5,623.5
1087,detected,5,640.966,783.596,589.5,625
1088,detected,5,644.131,783.778,589.5,625.5
1089,detected,5,647.137,784.328,588.5,627
1090,detected,5,649.55,784.405,588,627.5
1091,detected,5,651.735,784.255,587.5,627
1092,detected,5,654.458,784.044,587.5,628.5
1093,detected,5,656.77,784.442,587.5,630.5
1094,detected,5,658.796,784.815,586.814,631.395
1095,detected,5,661.742,785.644,586.814,634.395
1096,detected,5,664.048,786.145,586.5,634.5
1097,detected,5,666.276,786.08,587,634.5
1098,detected,5,669.527,785.819,588,635
1099,detected,5,672.262,785.628,588,636
1100,detected,5,675.519,786.02,589,640.5
1101,detected,5,678.108,786.133,588.5,640
1102,detected,5,680.198,786.325,588,641
1103,detected,5,682.991,785.311,588.5,641.5
1104,detected,5,685.429,784.292,588.5,640
1105,detected,5,688.359,783.059,588.5,640.5
1106,detected,5,690.672,782.357,588.5,641
1107,detected,5,692.948,781.624,589.5,642
1108,detected,5,695.896,780.468,589.5,642
1109,detected,5,698.193,779.358,589.5,642
1110,detected,5,701.706,777.847,590.5,641.5
1111,detected,5,704.538,777.016,590.5,643
1112,detected,5,706.728,776.591,591,645
1113,detected,5,709.368,776.743,591,646
1114,detected,5,711.604,776.625,591,647
1115,detected,5,713.807,776.344,591.5,647.5
1116,detected,5,716.594,775.964,592.865,650.807
1117,detected,5,718.802,775.98,592.5,650.5
1118,detected,5,720.959,775.957,593,653
1119,detected,5,723.587,776.066,592.5,654.5
1120,detected,5,725.573,776.261,592.5,656.5
1121,detected,5,727.115,776.144,591.799,656.376
1122,detected,5,729.088,775.854,592,658.5
1123,detected,5,730.849,775.92,592,660.5
1124,detected,5,732.492,776.406,591.5,664
1125,detected,5,733.702,777.058,591.5,666
1126,detected,5,735.214,778.134,592,668.5
1127,detected,5,736.692,780.324,591,674.5
1128,detected,5,738.003,781.706,591.409,675.83
1129,detected,5,739.352,782.738,590.5,678.423
1130,detected,5,740.666,782.977,590.432,678.432
1131,detected,5,742.167,782.313,590.766,678.234
1132,detected,5,744.074,781.304,590.768,678.724
1133,detected,5,745.391,780.717,590.779,679.247
1134,detected,5,747.343,780.722,591,682
1135,detected,5,748.763,780.472,591.147,683.225
1136,detected,5,750.595,779.585,591.882,683.314
1137,detected,5,751.902,778.872,591.958,684.302
1138,detected,5,753.296,778.479,591.882,685.314
1139,detected,5,754.963,778.039,592.412,686.848
1140,detected,5,756.105,777.796,592.647,687.299
1141,detected,5,756.78,777.616,592.5,688
1142,detected,5,758.004,777.339,592.02,689.968
1143,detected,5,758.902,776.736,591.5,691.5
1144,detected,5,759.621,776.405,590.614,692.308
1145,detected,5,760.467,776.698,590.564,694.894
1146,detected,5,761.382,777.059,589.89,697.79
1147,detected,5,762.232,777.154,589.895,698.263
1148,detected,5,762.85,777.263,589.976,699.633
1149,detected,5,763.94,777.267,590,702
1150,detected,5,764.689,777.324,590,702.5
1151,detected,5,765.196,777.261,590,703.5
1152,detected,5,766.008,777.144,589.948,704.098
1153,detected,5,766.679,777.304,589.193,707.58
1154,detected,5,767.396,777.289,588.575,708.344
1155,detected,5,768.24,777.281,589.09,709.27
1156,detected,5,768.949,777.237,589,711
1157,detected,5,769.872,777.356,589,712.5
1158,detected,5,770.605,777.646,589.5,714
1159,detected,5,771.601,777.87,589.5,715.5
1160,detected,5,772.353,777.601,588.586,718.272
1161,detected,5,772.916,777.508,589,718.5
1162,detected,5,773.239,777.208,588.5,718.5
1163,detected,5,774.154,776.337,588.761,719.807
1164,detected,5,774.657,775.857,588.5,720.5
1165,detected,5,775.084,775.649,588.687,721.52
1166,detected,5,776.099,775.223,588.518,722.955
1167,detected,5,776.729,774.673,588.585,723.273
1168,detected,5,777.179,774.248,589,723
1169,detected,5,778.121,773.808,590,724
1170,detected,5,778.789,773.622,589.619,726.637
1171,detected,5,779.434,773.156,589.5,726.5
1172,detected,5,780.139,772.437,590.016,726.454
1173,detected,5,780.751,771.79,590.638,725.546
1174,detected,5,781.736,770.783,591.5,726
1175,detected,5,782.906,769.747,592,726
1176,detected,5,783.521,769.532,591.5,728
1177,detected,5,784.101,769.293,591.5,728.5
1178,detected,5,784.628,768.383,592,727.5
1179,detected,5,785.068,767.938,593,728.5
1180,detected,5,786.162,767.741,593.5,730
1181,detected,5,787.093,767.961,594,731.5
1182,detected,5,787.501,768.203,593.177,734.355
1183,detected,5,787.548,767.84,592.512,734.453
1184,detected,5,788.426,767.012,594.5,732
1185,detected,5,788.957,766.284,594.5,734
1186,detected,5,790.101,765.731,595.5,734
1187,detected,5,791.125,765.833,596.5,735.5
1188,detected,5,791.969,765.908,596.5,736
1189,detected,5,792.208,765.95,596,737.5
1190,detected,5,792.789,765.547,596.5,738
1191,detected,5,793.212,765.629,596,741
1192,detected,5,793.342,766.021,596.5,740
1193,detected,5,793.413,766.687,595.5,743.5
1194,detected,5,793.677,767.278,594.5,745
1195,detected,5,794.047,767.603,595.5,747
1196,detected,5,794.251,767.781,595.5,747.5
1197,detected,5,794.588,767.88,596.019,748.406
1198,detected,5,795.673,768.384,597.5,749
1199,detected,5,796.495,768.886,597.5,751.5
1200,detected,5,796.626,769.741,597.5,752
1201,detected,5,796.344,770.532,596.5,755
1202,detected,5,796.012,770.921,595.5,756.5
1203,detected,5,795.829,771.134,595.5,756
1204,detected,5,796.478,771.196,597.5,755
1205,detected,5,796.985,771.285,597.5,756
1206,detected,5,797.812,771.039,597.5,758
1207,detected,5,798.631,770.95,599.5,757
1208,detected,5,799.416,772.323,599.5,762
1209,detected,5,800.421,773.302,600,764.5
1210,detected,5,801.01,773.494,601,764.5
1211,detected,5,800.78,773.272,599.5,763.5
1212,detected,5,800.879,772.501,599.5,762.5
1213,detected,5,801.159,771.376,702.763,775.033
1214,lost,5,,,,
1215,lost,5,,,,
1216,lost,5,,,,
1217,lost,5,,,,
1218,lost,5,,,,
1219,lost,5,802.015,767.808,,
1220,lost,5,802.581,765.766,,
1221,lost,5,802.995,764.521,,
1222,lost,5,803.222,763.387,,
1223,lost,5,803.041,762.828,,
1224,lost,5,802.797,762.455,,
1225,lost,5,802.664,762.25,,
1226,lost,5,802.14,762.813,,
1227,lost,5,801.749,763.919,,
1228,lost,5,801.834,764.654,,
1229,lost,5,801.637,765.082,,
1230,lost,5,801.575,764.37,,
1231,lost,5,801.541,763.529,,
1232,detected,6,801.523,763.316,964.5,909
1233,detected,6,801.57,763.144,966,909
1234,detected,6,801.764,763.529,967,908
1235,detected,6,801.87,763.966,966.5,909.5
1236,detected,6,802.406,763.733,968.5,906.5
1237,detected,6,802.898,762.728,968.5,906.5
1238,detected,6,803.169,762.176,969.5,905
1239,detected,6,803.216,761.768,970,904
1240,detected,6,803.344,761.647,970,904.5
1241,detected,6,803.109,762.138,970.5,903.5
1242,detected,6,803.242,762.108,971,902.5
1243,detected,6,803.358,761.609,971.5,901
1244,detected,6,803.482,761.264,972,900.5
1245,detected,6,804.069,761.049,974,899.5
1246,detected,6,804.488,761.477,974,900
1247,detected,6,804.9,761.744,975.5,899.5
1248,detected,6,805.17,761.859,975.5,899.5
1249,detected,6,805.319,762.148,977,898.5
1250,detected,6,805.4,762.081,977.5,897.5
1251,detected,6,806.12,762.045,979,897
1252,detected,6,806.638,762.147,979.5,896.5
1253,detected,6,807.026,762.556,980.28,896.353
1254,detected,6,807.299,762.685,981,895.5
1255,detected,6,807.437,762.104,982.5,892.5
1256,detected,6,808.14,761.607,982.5,892
1257,detected,6,808.752,760.659,984,890.5
1258,detected,6,809.539,759.912,985,889
1259,detected,6,810.196,758.853,986,888
1260,detected,6,810.783,758.019,987,886
1261,detected,6,811.459,756.729,988.5,883.5
1262,detected,6,812.377,755.726,990,881.5
1263,detected,6,813.182,755.174,991.5,881.5
1264,detected,6,813.625,755.771,991.5,883.5
1265,detected,6,814.401,756.099,993,882
1266,detected,6,813.893,755.727,991.5,880.5
1267,detected,6,813.819,755.277,991.5,879.5
1268,detected,6,813.733,754.223,993,876.5
1269,detected,6,813.688,753.602,992.5,876.5
1270,detected,6,813.651,753.509,993.5,875.5
1271,detected,6,813.808,753.505,994,876
1272,detected,6,814.077,753.76,995,874.5
1273,detected,6,814.327,753.347,995.5,873
1274,detected,6,814.855,752.516,996.5,871
1275,detected,6,815.998,751.206,997.5,870.5
1276,detected,6,816.674,750.438,999.5,867.5
1277,detected,6,817.093,749.969,1000,867.5
1278,detected,6,818.176,749.758,1002,866
1279,detected,6,818.819,749.594,1002.5,865.5
1280,detected,6,819.923,748.999,1004.5,863
1281,detected,6,820.75,748.862,1005.5,863.5
1282,detected,6,821.537,748.699,1006.5,863
1283,detected,6,822.318,748.957,1007.5,862.5
1284,detected,6,822.597,749.224,1007.82,861.91
1285,detected,6,823.003,749.573,1008.5,862
1286,detected,6,823.227,749.765,1009.31,859.903
1287,detected,6,823.602,749.623,1007.37,857.743
1288,detected,6,823.809,749.094,1010.5,857
1289,detected,6,824.467,748.274,1012.5,854.5
1290,detected,6,825.28,746.922,1013.01,852.158
1291,detected,6,826.339,745.986,1015.5,841.5
1292,detected,6,827.658,744.765,1017.5,840
1293,detected,6,829.447,743.899,1019.32,845.16
1294,detected,6,830.821,742.904,1020.72,843.76
1295,detected,6,832.026,742.047,1020.28,840.053
1296,detected,6,833.487,739.898,1026,836
1297,detected,6,834.496,738.022,1025.11,834.37
1298,detected,6,835.5,736.541,1025.18,830.367
1299,detected,6,836.91,733.976,1028.01,825.184
1300,detected,6,838.075,731.962,1032.5,823
1301,detected,6,839.166,730.404,1033.5,821.5
1302,detected,6,840.517,728.647,1036,817.5
1303,detected,6,841.756,728.028,1037.5,817.5
1304,detected,6,842.841,727.34,1037.39,816.095
1305,detected,6,844.105,726.962,1037.49,812.853
1306,detected,6,845.408,726.304,1043,811
1307,detected,6,846.574,725.717,1044.5,809
1308,detected,6,847.891,724.495,1046,806.5
1309,detected,6,849.515,722.922,1049,802.5
1310,detected,6,850.798,721.678,1050,800.5
1311,detected,6,852.367,720.092,1052.5,796.5
1312,detected,6,853.777,718.7,1053,794
1313,detected,6,854.777,717.035,1054.5,791
1314,detected,6,856.228,713.869,1057.5,784.5
1315,detected,6,857.748,710.956,1060,779
1316,detected,6,859.364,709.042,1060.5,778.5
1317,detected,6,860.428,707.551,1062,776.5
1318,detected,6,861.708,705.625,1063.5,771.5
1319,detected,6,862.514,703.544,1064.5,768.5
1320,detected,6,863.49,701.126,1066,763
1321,detected,6,864.442,696.747,1067.5,754.5
1322,detected,6,865.818,692.586,1068.5,750.5
1323,detected,6,867.025,688.582,1070,745
1324,detected,6,868.66,683.666,1073,735.5
1325,detected,6,870.238,679.541,1074,733
1326,detected,6,872.534,674.664,1078,723.5
1327,detected,6,873.928,671.144,1078.5,719.5
1328,detected,6,875.231,668.261,1079.5,716.5
1329,detected,6,876.702,665.303,1081.5,711.5
1330,detected,6,877.961,663.142,1082.5,707.5
1331,detected,6,878.756,661.606,1082.5,707
1332,detected,6,879.316,661.333,1083.5,705
1333,detected,6,880.299,660.958,1085.5,703
1334,detected,6,881.133,660.892,1086,701.5
1335,detected,6,882.423,660.265,1087.5,699
1336,detected,6,883.705,659.818,1089.5,696.5
1337,detected,6,884.963,659,1091,694
1338,detected,6,886.329,657.875,1091.5,691
1339,detected,6,887.756,655.906,1094,683.5
1340,detected,6,889.093,654.027,1095.5,679
1341,detected,6,890.476,650.64,1096.5,671.5
1342,detected,6,891.837,647.877,1097.5,668
1343,detected,6,892.645,644.711,1098,663
1344,detected,6,893.48,641.466,1099,658.5
1345,detected,6,894.456,636.531,1100.02,647.5
1346,detected,6,895.826,632.017,1101.5,642
1347,detected,6,897.479,625.934,1103,630.5
1348,detected,6,898.614,621.212,1103.5,627
1349,detected,6,899.688,617.292,1104,622
1350,detected,6,901.178,612.885,1105.5,613.5
1351,detected,6,902.733,608.366,1107,606
1352,detected,6,903.978,604.826,1107.5,603.5
1353,detected,6,904.963,601.979,1108,598
1354,detected,6,906.002,598.961,1108.5,591.5
1355,detected,6,906.573,596.401,1108.5,588.5
1356,detected,6,907.107,594.283,1108.5,584.5
1357,detected,6,908.184,590.781,1109.5,576
1358,detected,6,908.879,587.607,1110,572
1359,detected,6,909.833,584.69,1110.5,568.5
1360,detected,6,911.033,581.905,1111.5,562.5
1361,detected,6,912.143,579.023,1111,557.5
1362,detected,6,912.814,576.241,1111,551
1363,detected,6,913.348,573.883,1111.5,548.5
1364,detected,6,914.364,570.963,1112.5,542
1365,detected,6,915.385,568.659,1112,538
1366,detected,6,915.946,566.491,1112,535
1367,detected,6,916.196,563.57,1110.5,527.5
1368,detected,6,916.256,560.93,1110,523.5
1369,detected,6,916.816,558.286,1110.5,519
1370,detected,6,917.921,554.23,1110.5,510
1371,detected,6,918.691,550.905,1110.5,505.5
1372,detected,6,919.158,547.676,1110.49,501.977
1373,detected,6,919.537,543.322,1108.5,491
1374,detected,6,919.745,538.227,1107.5,482.5
1375,detected,6,919.695,534.004,1105.5,477
1376,detected,6,919.505,530.524,1105,473.5
1377,detected,6,919.053,526.013,1102,463.5
1378,detected,6,918.804,522.182,1101,459
1379,detected,6,918.288,519.554,1098.5,455.5
1380,detected,6,917.105,516.309,1095,449
1381,detected,6,915.555,513.604,1093,446
1382,detected,6,913.955,511.082,1089.5,441
1383,detected,6,911.725,508.345,1084.91,435.292
1384,detected,6,909.374,507.065,1081,433.5
1385,detected,6,907.259,506.586,1078.41,432.82
1386,detected,6,904.668,507.672,1073.57,432.63
1387,detected,6,885.467,532.12,1021,475.5
1388,detected,6,862.982,560.866,988.5,512.5
1389,detected,6,838.24,589.276,963.5,540.5
1390,detected,6,795.607,627.627,931.505,580.121
1391,detected,6,756.859,658.395,883.329,619.188
1392,detected,6,723.397,681.842,844,628.5
1393,detected,6,688.979,701.51,807.5,642
1394,detected,6,662.663,716.13,789.5,649.5
1395,detected,6,641.665,728.672,774,658.5
1396,detected,6,623.098,743.702,755,672
1397,detected,6,612.254,755.142,752.526,678.051
1398,detected,6,606.922,767.26,752,687.5
1399,detected,6,607.08,776.265,759,691.5
1400,detected,6,614.148,784.679,771,696.5
1401,detected,6,621.549,789.741,776.5,696
1402,detected,6,628.624,793.13,782.5,695
1403,detected,6,638.75,797.313,791.766,696.766
1404,detected,6,647.235,800.05,797,695
1405,detected,6,654.961,800.059,802,691
1406,detected,6,663.529,795.308,807.5,678
1407,detected,6,670.819,790.547,812.5,669.5
1408,detected,6,677.678,786.453,815.5,663.5
1409,detected,6,682.998,783.774,816,663
1410,detected,6,687.852,781.079,818,656.5
