frame,status,target_id,center_x,center_y,target_x,target_y
1411,detected,6,691.354,779.173,818.5,653.5
1412,detected,6,694.794,776.62,817,650
1413,detected,6,697.165,774.743,817,646
1414,detected,6,698.972,773.443,815.5,642
1415,detected,6,700.307,772.592,812.572,642.881
1416,detected,6,701.519,772.326,811,642
1417,detected,6,704.21,772.629,811.5,640
1418,detected,6,706.969,773.454,814,638.5
1419,detected,6,709.683,774.6,814,640
1420,detected,6,714.811,775.644,818,638
1421,detected,6,719.273,776.133,819.896,636.198
1422,detected,6,725.028,776.725,822.5,636
1423,detected,6,729.798,777.719,824.5,635.5
1424,detected,6,734.417,779.397,824.904,635.702
1425,detected,6,738.198,780.634,824.5,636.5
1426,detected,6,741.484,781.248,825,634
1427,detected,6,745.316,782.712,825.5,635.5
1428,detected,6,748.896,783.864,827.5,634.5
1429,detected,6,752.665,784.497,828,636
1430,detected,6,757.316,784.723,829.5,633
1431,detected,6,761.796,784.52,831,632
1432,detected,6,765.938,784.286,832.662,629.554
1433,detected,6,770.943,783.909,834.814,627.605
1434,detected,6,775.752,783.47,835,625.5
1435,detected,6,779.298,783.188,834,626
1436,detected,6,782.218,782.557,834,625
1437,detected,6,785.945,781.406,834.5,621
1438,detected,6,789.242,780.446,834.5,619.5
1439,detected,6,792.015,779.377,834,619.5
1440,detected,6,795.383,778.532,834,615.5
1441,detected,6,798.136,778.068,834,616
1442,detected,6,801.553,777.464,834,612.5
1443,detected,6,804.824,776.237,834,612
1444,detected,6,807.153,774.78,833.5,610
1445,detected,6,810.057,772.357,832.5,606.5
1446,detected,6,812.554,770.124,832.5,604
1447,detected,6,815.727,767.996,832.5,599.5
1448,detected,6,818.428,766.526,830.5,600.5
1449,detected,6,820.71,765.164,830.5,599.5
1450,detected,6,823.766,763.29,830.5,596.5
1451,detected,6,826.406,761.289,830,594
1452,detected,6,829.823,758.009,829,589.5
1453,detected,6,832.603,755.305,828.525,587.5
1454,detected,6,834.807,753.143,828.5,586
1455,detected,6,837.428,751.207,826.994,585
1456,detected,6,839.363,749.642,826.5,583.5
1457,detected,6,841.225,748.453,825,584
1458,detected,6,843.266,746.762,823,579.5
1459,detected,6,845.219,745.247,822.5,579
1460,detected,6,848.045,743.111,821.5,577.5
1461,detected,6,850.05,741.936,820.5,576.5
1462,detected,6,852.562,740.544,820,578
1463,detected,6,854.784,739.399,818.5,575
1464,detected,6,856.803,738.442,818.5,576
1465,detected,6,859.715,737.014,818,574.5
1466,detected,6,862.318,736.558,818,577
1467,detected,6,863.75,736.982,815.5,577
1468,detected,6,866.337,737.015,815.5,578
1469,detected,6,868.436,737.233,815,579
1470,detected,6,870.612,738.15,813.347,582.788
1471,detected,6,873.036,737.858,814.5,582
1472,detected,6,875.27,736.122,812,578
1473,detected,6,877.174,734.042,811,576.5
1474,detected,6,879.018,731.895,810.5,574.5
1475,detected,6,881.26,728.567,810.5,572.5
1476,detected,6,882.943,724.937,808.5,568.5
1477,detected,6,884.196,721.693,808.5,567.5
1478,detected,6,885.786,717.209,805.555,561.148
1479,detected,6,886.782,713.515,805,559.5
1480,detected,6,888.005,708.108,803.5,555.5
1481,detected,6,889.128,704.235,801.5,553
1482,detected,6,890.195,700.304,799.5,551.5
1483,detected,6,891.13,697.139,798,549.5
1484,detected,6,892.125,694.243,795,549
1485,detected,6,892.744,692.108,794.223,548.888
1486,detected,6,893.144,690.639,792.5,549
1487,detected,6,893.604,688.776,789.5,548
1488,detected,6,894.007,686.852,787.5,547
1489,detected,6,894.679,684.894,785.5,547.5
1490,detected,6,895.048,683.591,784,547.5
1491,detected,6,895.628,682.642,782.5,547
1492,detected,6,896.53,681.832,782.265,550.085
1493,detected,6,897.192,680.756,780.5,549
1494,detected,6,898.23,678.166,779.096,547.356
1495,detected,6,899.102,675.616,777.5,544.5
1496,detected,6,900.298,672.502,777.132,543.412
1497,detected,6,901.739,670.251,776.5,542.5
1498,detected,6,902.588,668.338,776.428,543.396
1499,detected,6,903.046,666.114,773.979,542.968
1500,detected,6,903.353,662.34,771.5,537.5
1501,detected,6,905.894,651.612,774.83,521.764
1502,detected,6,908.417,643.237,775.5,516
1503,detected,6,909.804,636.155,775.285,512.211
1504,detected,6,913.267,625.735,778.5,500
1505,detected,6,915.678,616.404,778.098,493
1506,detected,6,916.723,606.547,775.697,484.5
1507,detected,6,918.032,599.03,775.5,480
1508,detected,6,920.565,591.5,778.098,475
1509,detected,6,921.886,587.9,776.5,477.912
1510,detected,6,921.937,587.244,774.141,481.085
1511,detected,6,922.743,588.362,772.857,487.374
1512,detected,6,921.912,589.991,769.297,490.297
1513,detected,6,919.927,591.795,763.285,493.751
1514,detected,6,918.835,593.012,762.951,495.959
1515,detected,6,917.634,594.582,761.116,498.721
1516,detected,6,915.833,596.499,756.118,503.098
1517,detected,6,914.783,597.849,754.891,505.743
1518,detected,6,914.104,600.289,753.73,510.632
1519,detected,6,913.729,601.631,751.829,512.962
1520,detected,6,913.626,602.472,750.968,514.073
1521,detected,6,913.569,602.935,750.188,515.719
1522,detected,6,913.598,602.893,748.562,516.888
1523,detected,6,913.554,602.266,748,517
1524,detected,6,913.589,601.625,747.02,517.102
1525,detected,6,914.144,599.426,746.5,515
1526,detected,6,914.364,597.363,745.5,514
1527,detected,6,914.55,594.236,744.5,512
1528,detected,6,915.08,591.308,744.5,510.5
1529,detected,6,915.317,588.647,744.092,509.364
1530,detected,6,915.459,585.135,742.185,506.65
1531,detected,6,915.927,580.649,742,503.5
1532,detected,6,916.41,577.263,742.086,501.844
1533,detected,6,916.311,574.895,740.624,502.225
1534,detected,6,916.171,573.142,740,501.5
1535,detected,6,916.094,571.477,739.5,501.5
1536,detected,6,915.898,570.066,737.204,503.013
1537,detected,6,915.719,568.911,736.859,502.707
1538,detected,6,916.07,567.773,737,502.5
1539,detected,6,916.114,567.2,736,505.5
1540,detected,6,916.214,567.327,735.5,506.5
1541,detected,6,916.402,568.009,735.5,508
1542,lost,6,916.056,569.284,,
1543,lost,6,916.031,570.056,,
1544,lost,6,916.467,570.256,,
1545,lost,6,916.86,570.457,,
1546,lost,6,909.498,565.751,,
1547,detected,6,895.219,558.828,826,536.5
1548,detected,6,873.208,549.803,795,523.5
1549,detected,6,828.815,531.18,724,494
1550,detected,6,789.073,513.549,689,477.5
1551,detected,6,750.79,497.102,652.5,463.5
1552,detected,6,696.893,477.726,579.5,439.5
1553,detected,6,652.529,461.996,546.5,428
1554,detected,6,604.944,446.602,494.5,413
1555,detected,6,568.969,436.431,472,409
1556,detected,6,537.258,431.512,446,410
1557,detected,6,516.667,431.957,438,418
1558,detected,6,501.461,440.85,430,437
1559,lost,6,493.65,449.926,,
1560,lost,6,490.208,458.959,,
1561,lost,6,491.464,472.927,,
1562,lost,6,495.305,484.266,,
1563,lost,6,500.118,493.822,,
1564,lost,6,507.265,505.377,,
1565,lost,6,513.448,514.253,,
1566,lost,6,521.614,522.207,,
1567,lost,6,527.499,526.771,,
1568,lost,6,533.8,527.324,,
1569,lost,6,538.165,525.828,,
1570,lost,6,541.105,522.91,,
1571,lost,6,543.308,517.1,,
1572,detected,6,544.873,512.009,477,501.5
1573,lost,6,545.737,507.666,,
1574,lost,6,545.18,502.641,,
1575,detected,6,544.199,498.528,473,490
1576,detected,6,542.882,494.362,471.5,486
1577,detected,6,542.485,490.599,471.5,484
1578,detected,6,542.042,487.854,471,482
1579,detected,6,542.023,486.12,472,481.5
1580,detected,6,542.463,485.391,471.5,482
1581,lost,6,542.569,485.369,,
1582,detected,6,543.074,485.81,474,512
1583,detected,6,543.266,486.57,503,560
1584,detected,6,542.816,487.622,501.5,561.5
1585,detected,6,542.049,488.192,501,561
1586,detected,6,541.127,488.106,499.5,561.5
1587,detected,6,540.395,488.058,499,561.5
1588,detected,6,539.542,488.257,499,561
1589,detected,6,538.848,488.366,499,562
1590,detected,6,538.466,487.526,498.5,560.5
1591,detected,6,538.118,486.546,498.5,559.5
1592,detected,6,538.105,485.688,499.5,558.5
1593,detected,6,537.919,485.085,499.5,558
1594,detected,6,537.731,484.597,499.5,557.5
1595,detected,6,537.402,484.328,499.5,557.5
1596,detected,6,537.223,483.776,499.5,557
1597,detected,6,537.123,483.033,499.5,556.5
1598,detected,6,537.07,482.164,500,556
1599,detected,6,537.353,480.894,501,554.5
1600,detected,6,537.869,480.042,502,553.5
1601,detected,6,538.153,479.348,502.5,552.5
1602,detected,6,538.984,478.741,503.5,553.5
1603,detected,6,538.991,479.083,503.5,554.5
1604,detected,6,538.86,479.2,503.5,554.5
1605,detected,6,538.788,479.264,503.693,555.096
1606,detected,6,538.883,479.82,504,556
1607,detected,6,538.938,480.397,504.5,557
1608,detected,6,539.191,481.118,504.5,557.5
1609,detected,6,539.602,481.973,505,559
1610,detected,6,539.781,482.885,506,559
1611,detected,6,539.88,483.612,506,560.5
1612,detected,6,540.072,484.53,506,562
1613,detected,6,539.901,485.348,506,563
1614,detected,6,539.402,486.703,506,564.5
1615,detected,6,539.083,487.893,505.5,566
1616,detected,6,538.715,489.25,505.5,566
1617,detected,6,538.255,490.194,505.5,567
1618,detected,6,538.001,490.714,505,569
1619,detected,6,537.776,491.518,505.5,568.5
1620,detected,6,537.598,491.825,505.5,570
1621,detected,6,537.331,492.399,505.5,570
1622,detected,6,536.957,492.895,505.5,570.5
1623,detected,6,536.949,493.19,505.5,571.5
1624,detected,6,536.944,493.353,505.5,571.5
1625,detected,6,536.834,493.348,506,571.5
1626,detected,6,536.77,493.348,506,571
1627,detected,6,536.735,493.348,506,571
1628,detected,6,536.524,493.15,506,571
1629,detected,6,536.288,493.533,506,571.5
1630,detected,6,536.158,493.743,506,572
1631,detected,6,535.455,493.827,506,572
1632,detected,6,535.253,493.5,506,571
1633,detected,6,534.929,493.264,506,571
1634,detected,6,534.822,492.852,506,571
1635,detected,6,534.767,492.623,506.5,571.5
1636,detected,6,534.736,492.497,506.5,572
1637,detected,6,534.716,492.88,506.5,572
1638,detected,6,534.619,492.934,507,571.5
1639,detected,6,534.565,492.739,507,571.5
1640,detected,6,534.43,492.815,507,572
1641,detected,6,534.191,493.157,506.5,573.5
1642,detected,6,533.88,493.761,506.5,574
1643,detected,6,533.484,494.094,506.5,574
1644,detected,6,533.299,494.359,506.5,574.5
1645,detected,6,533.026,494.804,506.5,575.5
1646,detected,6,532.832,495.31,506.5,575.5
1647,detected,6,532.319,496.227,506.5,577.5
1648,detected,6,531.725,497.25,505.5,578.5
1649,detected,6,530.949,498.488,505,579.5
1650,detected,6,530.074,499.664,504.5,581
1651,detected,6,529.141,500.715,503,582.5
1652,detected,6,528.177,501.518,503,582.5
1653,detected,6,527.336,502.478,502.5,584
1654,detected,6,526.146,503.77,501,586
1655,detected,6,525.3,505.182,501,586.5
1656,detected,6,524.715,506.45,501,588
1657,detected,6,523.943,507.823,501,590
1658,detected,6,523.442,509.062,501,590.5
1659,detected,6,523.018,509.934,500.5,592
1660,lost,6,,,,
1661,lost,6,,,,
1662,lost,6,,,,
1663,lost,6,,,,
1664,lost,6,,,,
1665,lost,6,,,,
1666,lost,6,,,,
1667,lost,6,,,,
1668,lost,6,,,,
1669,lost,6,,,,
1670,lost,6,,,,
1671,lost,6,,,,
1672,lost,6,,,,
1673,lost,6,,,,
1674,lost,6,,,,
1675,lost,6,,,,
1676,lost,6,,,,
1677,lost,6,,,,
1678,lost,6,,,,
1679,lost,6,,,,
1680,lost,6,,,,
1681,detected,7,523.668,509.361,701.5,612
1682,detected,7,524.129,509.355,702.5,611
1683,detected,7,524.385,509.35,703.5,610
1684,detected,7,524.527,509.347,703.5,609.5
1685,detected,7,524.515,508.966,704,608.5
1686,detected,7,524.891,508.756,705.5,605.5
1687,detected,7,525.544,510.062,707.5,606.5
1688,detected,7,525.422,513.306,707,611
1689,detected,7,524.782,518.793,705.5,619
1690,detected,7,523.755,529.236,705,632.5
1691,detected,7,521.519,539.013,702,640
1692,detected,7,519.26,548.457,700,648.5
1693,detected,7,517.343,560.458,699,663
1694,detected,7,516.064,569.927,698.5,668
1695,detected,7,514.46,577.61,697,673
1696,detected,7,513.199,584.239,696.5,678
1697,detected,7,511.984,592.682,693.5,673.786
1698,detected,7,510.417,600.025,695,689.5
1699,detected,7,509.448,604.431,692.356,682.396
1700,detected,7,509.156,607.027,693.411,682.193
1701,detected,7,508.801,607.944,693.5,683.36
1702,detected,7,508.302,607.676,696.5,681
1703,detected,7,507.984,606.89,694.83,679.013
1704,detected,7,507.712,604.78,697,672.5
1705,detected,7,507.617,603.529,697,671
1706,detected,7,507.482,602.314,697,669
1707,detected,7,507.715,601.273,698,666
1708,detected,7,507.962,600.617,699,664.5
1709,detected,7,508.429,600.339,696.756,660.687
1710,detected,7,509.447,600.344,700.576,659.896
1711,detected,7,509.835,600.932,701.5,661.5
1712,detected,7,510.134,601.638,703,659
1713,detected,7,510.239,603.18,702,659.5
1714,detected,7,509.816,604.741,701.5,660.5
1715,detected,7,509.674,607.333,702.5,660.5
1716,detected,7,509.713,609.856,703,662
1717,detected,7,509.842,612.846,703.5,663
1718,detected,7,509.731,617.833,703.5,669
1719,detected,7,509.852,622.183,703.5,671
1720,detected,7,509.591,626.272,703.5,673.5
1721,detected,7,509.1,632.9,702.5,680.5
1722,detected,7,508.725,640.104,702.5,684.5
1723,detected,7,508.106,645.682,702,687.5
1724,detected,7,507.398,650.314,701.5,689.5
1725,detected,7,507.834,655.152,703.5,690
1726,detected,7,508.117,658.531,698.656,685.56
1727,detected,7,508.272,661.289,703.5,691
1728,detected,7,509.361,664.916,699.96,685.36
1729,detected,7,510.146,667.662,706,694
1730,detected,7,510.505,671.139,700.392,686.615
1731,detected,7,510.881,673.643,706.5,693.5
1732,detected,7,511.523,676.347,716.69,695.498
1733,detected,7,511.92,678.923,716.292,696.355
1734,detected,7,512.856,682.558,734.5,709
1735,detected,7,513.963,685.38,718.737,697.455
1736,detected,7,514.88,688.531,709.5,696
1737,detected,7,515.695,690.699,710,695
1738,detected,7,518.375,691.059,714.5,691
1739,detected,7,547.231,678.658,675.709,665.658
1740,detected,7,579.527,664.412,711.589,647.147
1741,detected,7,614.39,651.851,749,633.5
1742,detected,7,670.689,633.918,831.65,608.338
1743,detected,7,720.554,617.08,875.274,592.431
1744,detected,7,779.48,596.569,944.5,563
1745,detected,7,824.489,581.688,972.5,554
1746,detected,7,872.194,565.853,1024.34,536.547
1747,detected,7,906.382,552.644,1042.38,528.654
1748,detected,7,932.399,541.17,1056.5,515.5
1749,detected,7,949.094,533.219,1061.5,511
1750,detected,7,959.237,527.241,1063,505.5
1751,detected,7,961.83,524.883,1055.5,506
1752,detected,7,959.941,524.864,1048,508.5
1753,detected,7,956.721,525.729,1043,511
1754,detected,7,949.804,528.776,1029.5,514.5
1755,detected,7,942.017,531.802,1020.74,517.256
1756,detected,7,932.394,535.87,1008.5,521.5
1757,detected,7,924.567,539.529,1002,523.5
1758,detected,7,914.708,543.495,988.5,526.5
1759,detected,7,907.414,545.297,983.418,523.791
1760,detected,7,901.467,545.229,977.696,519.652
1761,detected,7,897.049,544.901,973.681,518.659
1762,detected,7,893.652,543.146,971.438,513.757
1763,detected,7,891.784,540.605,970.631,508.65
1764,detected,7,890.756,535.608,970,500.5
1765,detected,7,890.641,531.284,969.802,495.186
1766,detected,7,891.027,527.106,967.5,488.5
1767,detected,7,892.212,521.342,969,480
1768,detected,7,893.32,515.788,969,474
1769,detected,7,894.301,510.934,971.354,471.787
1770,detected,7,894.251,505.113,969,463
1771,detected,7,893.013,497.637,963.5,449
1772,detected,7,891.503,491.204,963.245,446.17
1773,detected,7,889.877,485.762,959,438.5
1774,detected,7,887.682,479.794,954.5,430
1775,detected,7,885.633,475.142,952.994,427.693
1776,detected,7,883.098,469.678,947.5,419
1777,detected,7,881.407,465.639,946,415.5
1778,detected,7,879.424,463.327,943,413
1779,detected,7,876.758,460.705,939.5,410.5
1780,detected,7,874.463,458.742,936.5,408
1781,detected,7,872.23,457.283,933,406.5
1782,detected,7,869.876,455.806,928.5,404
1783,detected,7,867.232,454.093,944,438.5
1784,detected,7,865.028,452.551,942,436.5
1785,detected,7,862.54,451.178,938.5,433.5
1786,detected,7,860.646,450.064,936,432
1787,detected,7,859.005,448.91,934.5,429.5
1788,detected,7,856.904,446.467,931,424
1789,detected,7,855.028,444.048,928.5,421
1790,detected,7,852.54,440.201,925,413.5
1791,detected,7,850.332,436.89,920.5,411
1792,detected,7,848.225,434.014,919.5,407.5
1793,detected,7,844.749,431.083,912,403
1794,detected,7,840.658,428.05,905.5,398.5
1795,detected,7,836.91,425.643,901.5,396
1796,detected,7,832.451,423.329,895.5,392.5
1797,detected,7,828.786,421.674,892,390.5
1798,detected,7,825.579,420.175,889.5,388.5
1799,detected,7,821.122,418.296,881,385.5
